                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    125,                0.42424,                0.32184,                0.89162,                 0.8108,                0.89921,                0.89983,                0.72566,                0.87673,                0.64963,                 1.1262,             0.00064115,             0.00064115,             0.00064115
                    126,                0.43095,                0.35461,                0.89969,                0.79988,                0.84187,                0.85934,                0.69653,                0.90566,                0.72472,                 1.1407,              0.0006362,              0.0006362,              0.0006362
                    127,                0.40432,                0.33241,                0.91031,                 0.8767,                0.79135,                0.88854,                0.69888,                0.90999,                0.76846,                 1.1479,             0.00063125,             0.00063125,             0.00063125
                    128,                0.42762,                0.31457,                0.88252,                 0.9179,                0.78253,                0.87434,                0.69698,                0.86511,                0.77642,                 1.1351,              0.0006263,              0.0006263,              0.0006263
                    129,                0.40926,                0.30888,                0.87645,                0.92517,                0.78185,                0.88261,                0.70047,                0.87688,                0.79335,                 1.1343,             0.00062135,             0.00062135,             0.00062135
                    130,                 0.4244,                0.33657,                 0.8985,                0.94334,                0.76514,                0.86168,                0.71278,                0.85258,                0.80634,                 1.1057,              0.0006164,              0.0006164,              0.0006164
                    131,                0.42626,                0.33563,                0.90686,                0.95599,                0.75633,                0.86093,                0.71409,                0.83523,                 0.7943,                 1.0949,             0.00061145,             0.00061145,             0.00061145
                    132,                 0.4183,                 0.3351,                0.90449,                 0.9327,                0.78355,                0.89325,                0.73841,                0.83789,                0.71697,                  1.089,              0.0006065,              0.0006065,              0.0006065
                    133,                0.40264,                0.31865,                0.88939,                0.91027,                0.83937,                0.89776,                0.75174,                0.83627,                0.69467,                 1.0889,             0.00060155,             0.00060155,             0.00060155
                    134,                0.41249,                0.31257,                0.88553,                 0.9251,                0.85948,                0.90789,                  0.757,                0.82961,                0.67289,                 1.0697,              0.0005966,              0.0005966,              0.0005966
                    135,                0.42763,                0.32884,                0.89164,                0.94391,                0.85315,                0.91347,                0.76282,                0.81171,                 0.6579,                 1.0562,             0.00059165,             0.00059165,             0.00059165
                    136,                0.37583,                0.29625,                0.86602,                0.94417,                0.85187,                0.91786,                0.75255,                0.83254,                0.66829,                  1.066,              0.0005867,              0.0005867,              0.0005867
                    137,                0.44089,                0.33939,                0.92259,                 0.9538,                0.84171,                0.93302,                 0.7619,                0.83472,                0.64557,                  1.069,             0.00058175,             0.00058175,             0.00058175
                    138,                0.39513,                0.31314,                0.87011,                0.94906,                0.85315,                0.92945,                0.75833,                0.83707,                0.64553,                 1.0585,              0.0005768,              0.0005768,              0.0005768
                    139,                0.41264,                0.31148,                0.90496,                0.94591,                0.84809,                0.92545,                0.75748,                0.84305,                0.65994,                 1.0604,             0.00057185,             0.00057185,             0.00057185
                    140,                0.38461,                0.30511,                0.87662,                0.93995,                0.82289,                 0.9139,                0.75451,                0.84987,                0.70997,                 1.0673,              0.0005669,              0.0005669,              0.0005669
                    141,                0.43264,                0.35621,                0.91155,                0.92226,                0.83203,                0.90494,                  0.738,                0.84654,                0.73142,                 1.0705,             0.00056195,             0.00056195,             0.00056195
                    142,                0.40629,                0.32453,                 0.8839,                0.94801,                0.76977,                0.88028,                 0.7271,                0.86589,                0.76036,                 1.0992,               0.000557,               0.000557,               0.000557
                    143,                0.40644,                 0.3133,                0.87716,                0.88911,                0.79287,                0.88086,                 0.7375,                 0.8588,                0.74269,                  1.095,             0.00055205,             0.00055205,             0.00055205
                    144,                0.41015,                0.31379,                0.88759,                0.87102,                0.84723,                0.89846,                0.74846,                0.83657,                0.67432,                  1.104,              0.0005471,              0.0005471,              0.0005471
                    145,                0.38043,                0.31555,                  0.895,                0.85964,                0.86015,                0.89893,                0.74707,                0.82755,                0.65166,                 1.1051,             0.00054215,             0.00054215,             0.00054215
                    146,                0.41855,                   0.35,                0.90392,                0.87971,                 0.8354,                 0.8994,                0.73559,                0.84339,                0.65492,                 1.1162,              0.0005372,              0.0005372,              0.0005372
                    147,                0.43036,                0.32945,                0.90324,                0.88295,                 0.8354,                0.89574,                0.73535,                0.85111,                0.65435,                 1.1219,             0.00053225,             0.00053225,             0.00053225
                    148,                0.39781,                0.33132,                0.89648,                0.90434,                0.84327,                0.90818,                0.74103,                0.86531,                0.68836,                 1.1299,              0.0005273,              0.0005273,              0.0005273
                    149,                0.40538,                0.32052,                0.87944,                0.87461,                0.84814,                0.89478,                0.74801,                0.86901,                0.67585,                 1.1289,             0.00052235,             0.00052235,             0.00052235
                    150,                0.40938,                0.30049,                0.87364,                0.90695,                0.85428,                0.89749,                0.74648,                0.85956,                0.63531,                 1.1278,              0.0005174,              0.0005174,              0.0005174
                    151,                0.39927,                0.31919,                0.89391,                 0.8724,                0.86252,                0.89533,                0.74705,                0.86954,                0.64949,                 1.1318,             0.00051245,             0.00051245,             0.00051245
                    152,                0.36457,                0.29124,                0.86327,                0.84113,                0.85527,                0.89551,                0.73549,                0.86812,                0.61145,                 1.1294,              0.0005075,              0.0005075,              0.0005075
                    153,                0.37934,                0.29262,                0.87236,                0.90158,                0.83787,                0.90654,                0.73822,                0.87257,                0.61856,                  1.134,             0.00050255,             0.00050255,             0.00050255
                    154,                0.39776,                0.29631,                0.88353,                0.86291,                0.81882,                0.89509,                0.74597,                0.85601,                 0.6167,                 1.1206,              0.0004976,              0.0004976,              0.0004976
                    155,                0.36418,                0.29482,                 0.8885,                0.88373,                0.83018,                0.89041,                0.73711,                0.86119,                0.63321,                 1.1264,             0.00049265,             0.00049265,             0.00049265
                    156,                 0.3882,                0.29587,                0.88938,                 0.8888,                0.81686,                 0.8904,                 0.7252,                0.87838,                0.65744,                 1.1376,              0.0004877,              0.0004877,              0.0004877
                    157,                0.38714,                0.30436,                0.87151,                 0.8961,                0.82703,                0.88108,                0.71762,                 0.8913,                0.65915,                 1.1373,             0.00048275,             0.00048275,             0.00048275
                    158,                0.36921,                0.28272,                0.85146,                0.86153,                0.83254,                0.88391,                0.72492,                 0.8964,                0.62216,                 1.1281,              0.0004778,              0.0004778,              0.0004778
                    159,                0.39655,                0.30744,                0.88622,                0.85703,                0.83016,                0.87776,                0.72417,                0.88335,                0.60988,                 1.1145,             0.00047285,             0.00047285,             0.00047285
                    160,                0.37249,                0.28022,                0.87733,                0.86695,                0.84618,                0.88529,                0.72351,                0.86434,                0.63364,                 1.0971,              0.0004679,              0.0004679,              0.0004679
                    161,                0.36184,                0.26871,                0.86055,                0.85957,                0.83569,                0.87728,                 0.7264,                0.85321,                0.63477,                 1.0853,             0.00046295,             0.00046295,             0.00046295
                    162,                0.38201,                0.31699,                0.91023,                0.93463,                0.83178,                0.89859,                0.73734,                0.87542,                0.61733,                 1.1022,               0.000458,               0.000458,               0.000458
                    163,                0.35807,                0.28493,                0.85999,                0.92305,                 0.8338,                0.90116,                0.73346,                0.86645,                0.61373,                 1.0979,             0.00045305,             0.00045305,             0.00045305
                    164,                0.40157,                0.30759,                0.88679,                  0.932,                0.85094,                0.91048,                0.73851,                0.87075,                0.58147,                 1.1072,              0.0004481,              0.0004481,              0.0004481
                    165,                0.36683,                0.29076,                0.87251,                0.94079,                0.85598,                0.90991,                0.74176,                 0.8639,                0.57863,                 1.1055,             0.00044315,             0.00044315,             0.00044315
                    166,                 0.3777,                0.29205,                0.88665,                0.93891,                0.85402,                0.90613,                0.75464,                0.84931,                0.60318,                 1.1069,              0.0004382,              0.0004382,              0.0004382
                    167,                0.35902,                0.28415,                 0.8728,                0.95679,                0.85161,                0.90575,                0.75664,                 0.8454,                0.61755,                 1.1115,             0.00043325,             0.00043325,             0.00043325
                    168,                0.35545,                0.26847,                0.87373,                0.94879,                0.83937,                0.90298,                 0.7538,                  0.842,                0.65724,                 1.1148,              0.0004283,              0.0004283,              0.0004283
                    169,                0.38716,                0.30933,                0.87495,                0.94195,                0.82793,                0.90166,                0.75163,                0.83703,                0.66614,                 1.1152,             0.00042335,             0.00042335,             0.00042335
                    170,                 0.3838,                0.31586,                0.89263,                0.93897,                0.80625,                0.89311,                0.74286,                0.84481,                0.70908,                 1.1196,              0.0004184,              0.0004184,              0.0004184
                    171,                0.36233,                0.27159,                0.86132,                0.92325,                 0.8188,                0.89192,                0.74666,                0.84935,                 0.7402,                 1.1191,             0.00041345,             0.00041345,             0.00041345
                    172,                 0.3849,                0.28678,                0.88044,                0.93448,                0.81722,                0.89778,                0.73885,                0.84387,                0.73897,                 1.1039,              0.0004085,              0.0004085,              0.0004085
                    173,                0.37434,                0.27646,                0.86801,                0.92467,                0.82569,                0.89459,                0.73701,                0.83705,                0.71982,                 1.0966,             0.00040355,             0.00040355,             0.00040355
                    174,                0.37067,                0.30308,                0.87273,                0.91185,                0.84134,                0.90208,                0.73664,                0.83741,                0.64731,                 1.0896,              0.0003986,              0.0003986,              0.0003986
                    175,                0.35678,                0.28971,                0.87299,                0.91193,                0.84915,                0.90717,                0.73787,                0.82999,                0.62027,                 1.0875,             0.00039365,             0.00039365,             0.00039365
                    176,                0.35138,                0.28208,                0.86734,                0.91863,                0.85985,                0.90464,                0.74584,                0.81797,                0.57019,                 1.0813,              0.0003887,              0.0003887,              0.0003887
                    177,                0.35236,                0.28012,                0.87809,                0.92073,                 0.8616,                0.90595,                0.74866,                 0.8217,                 0.5584,                  1.087,             0.00038375,             0.00038375,             0.00038375
                    178,                0.34515,                 0.2682,                0.84731,                0.93907,                 0.8627,                0.91215,                0.74403,                0.84091,                0.55227,                 1.1035,              0.0003788,              0.0003788,              0.0003788
                    179,                0.34656,                0.28422,                0.87094,                0.95053,                0.86653,                0.91144,                0.74535,                0.83087,                0.55213,                 1.0927,             0.00037385,             0.00037385,             0.00037385
                    180,                0.36389,                0.29266,                0.85907,                0.96759,                0.85546,                0.91312,                0.75425,                0.81795,                0.53302,                 1.0846,              0.0003689,              0.0003689,              0.0003689
                    181,                0.33533,                0.27455,                0.85952,                0.95648,                0.86209,                0.91422,                0.75214,                0.81921,                0.52885,                 1.0862,             0.00036395,             0.00036395,             0.00036395
                    182,                0.34547,                0.27661,                0.89776,                0.96061,                0.85556,                0.91456,                0.74748,                0.84177,                0.56786,                 1.1148,               0.000359,               0.000359,               0.000359
                    183,                0.36134,                0.29615,                0.88873,                0.96235,                0.85522,                0.91497,                0.73979,                0.85389,                0.57811,                 1.1159,             0.00035405,             0.00035405,             0.00035405
                    184,                 0.3539,                0.28409,                0.85061,                0.93852,                 0.8308,                0.88568,                0.73425,                0.87086,                0.60408,                 1.1279,              0.0003491,              0.0003491,              0.0003491
                    185,                0.34632,                0.26869,                0.88948,                0.96187,                0.86048,                0.90643,                0.74437,                 0.8766,                0.61237,                 1.1274,             0.00034415,             0.00034415,             0.00034415
                    186,                0.35266,                0.27353,                0.86211,                0.94506,                0.86661,                0.90522,                0.74834,                0.88331,                0.65484,                 1.1313,              0.0003392,              0.0003392,              0.0003392
                    187,                0.36275,                0.28975,                0.89483,                0.93394,                0.86721,                0.90497,                0.74219,                0.88982,                0.66344,                 1.1394,             0.00033425,             0.00033425,             0.00033425
                    188,                0.34838,                0.27371,                0.85373,                0.92518,                0.86485,                0.90838,                0.74715,                0.88837,                0.64932,                  1.148,              0.0003293,              0.0003293,              0.0003293
                    189,                0.34823,                0.29272,                0.88394,                 0.9458,                0.86209,                0.91212,                0.74505,                 0.8821,                0.63161,                 1.1412,             0.00032435,             0.00032435,             0.00032435
                    190,                0.34484,                0.28685,                0.88076,                0.93343,                0.86059,                 0.9122,                0.73428,                0.88276,                0.60742,                 1.1322,              0.0003194,              0.0003194,              0.0003194
                    191,                0.34504,                0.26139,                0.87005,                0.93393,                0.85934,                0.91153,                0.74003,                0.88529,                0.60326,                 1.1327,             0.00031445,             0.00031445,             0.00031445
                    192,                0.34827,                0.28445,                0.86888,                0.94087,                0.84903,                0.91007,                   0.73,                0.86955,                0.62391,                 1.1211,              0.0003095,              0.0003095,              0.0003095
                    193,                0.34078,                0.26529,                0.86359,                0.95456,                 0.8449,                0.90958,                0.74162,                0.86585,                0.62972,                 1.1179,             0.00030455,             0.00030455,             0.00030455
                    194,                0.34961,                0.27079,                0.87268,                0.94161,                0.84716,                 0.9047,                0.74747,                0.85753,                0.62199,                  1.121,              0.0002996,              0.0002996,              0.0002996
                    195,                0.33516,                0.25089,                0.83956,                0.92028,                0.85491,                0.90336,                0.74137,                0.86509,                0.62272,                 1.1236,             0.00029465,             0.00029465,             0.00029465
                    196,                0.32285,                0.26565,                 0.8733,                0.95209,                0.80857,                0.88519,                0.73801,                0.88676,                0.64893,                 1.1325,              0.0002897,              0.0002897,              0.0002897
                    197,                0.32559,                0.25123,                0.87176,                0.93395,                0.81556,                0.88429,                0.73562,                 0.8892,                0.65941,                 1.1347,             0.00028475,             0.00028475,             0.00028475
                    198,                0.34911,                0.27364,                0.87475,                0.90108,                0.82868,                0.88806,                0.72776,                0.87292,                 0.6937,                 1.1322,              0.0002798,              0.0002798,              0.0002798
                    199,                0.31175,                0.24738,                0.86007,                 0.9143,                0.82933,                0.87767,                0.73381,                0.86551,                0.70649,                 1.1265,             0.00027485,             0.00027485,             0.00027485
                    200,                0.32679,                0.25516,                0.86983,                0.91914,                0.84054,                0.89405,                0.74131,                0.86178,                0.71003,                 1.1264,              0.0002699,              0.0002699,              0.0002699
                    201,                0.32919,                0.26009,                 0.8662,                0.94583,                0.83143,                0.90045,                0.73953,                0.86615,                0.68836,                 1.1313,             0.00026495,             0.00026495,             0.00026495
                    202,                0.34351,                0.27296,                0.87432,                0.94482,                0.86457,                 0.9057,                0.73553,                0.87511,                0.68716,                 1.1219,                0.00026,                0.00026,                0.00026
                    203,                0.30788,                0.25218,                0.84771,                 0.9359,                 0.8588,                 0.8963,                 0.7333,                0.87481,                0.68915,                 1.1174,             0.00025505,             0.00025505,             0.00025505
                    204,                0.35046,                0.28115,                0.87806,                0.92525,                0.85803,                0.90172,                0.74195,                0.86344,                 0.6541,                 1.1137,              0.0002501,              0.0002501,              0.0002501
                    205,                0.32216,                0.25595,                0.86112,                0.90308,                0.86315,                0.90183,                0.74277,                0.86435,                0.65628,                 1.1172,             0.00024515,             0.00024515,             0.00024515
                    206,                0.33751,                0.26166,                0.89069,                 0.9079,                 0.8669,                0.90437,                0.74347,                0.86737,                0.65375,                 1.1251,              0.0002402,              0.0002402,              0.0002402
                    207,                0.34676,                0.28376,                 0.8735,                0.90764,                0.86255,                0.90129,                0.74038,                  0.864,                0.65062,                 1.1261,             0.00023525,             0.00023525,             0.00023525
                    208,                0.35448,                0.28226,                0.89663,                0.90959,                0.84896,                 0.9002,                0.74658,                0.84034,                0.64941,                 1.0918,              0.0002303,              0.0002303,              0.0002303
                    209,                0.32772,                0.24904,                0.86005,                0.92321,                0.83991,                0.89941,                0.75109,                0.82783,                0.64349,                 1.0806,             0.00022535,             0.00022535,             0.00022535
                    210,                0.29965,                0.26542,                0.84957,                0.93093,                0.84633,                0.90269,                0.75985,                0.82525,                 0.6284,                 1.0798,              0.0002204,              0.0002204,              0.0002204
                    211,                0.32222,                0.25572,                0.84876,                0.93314,                0.84841,                0.90203,                0.75904,                 0.8238,                0.61364,                 1.0798,             0.00021545,             0.00021545,             0.00021545
                    212,                0.33097,                0.27651,                0.87378,                0.94217,                0.85072,                0.90976,                0.75793,                0.82256,                0.61991,                  1.077,              0.0002105,              0.0002105,              0.0002105
                    213,                0.30445,                0.24756,                0.85476,                0.94343,                0.85537,                0.91189,                0.76523,                0.83214,                0.63862,                 1.0832,             0.00020555,             0.00020555,             0.00020555
                    214,                  0.323,                 0.2582,                 0.8814,                0.94079,                0.87036,                 0.9166,                0.75958,                0.83402,                  0.618,                 1.0887,              0.0002006,              0.0002006,              0.0002006
                    215,                0.32391,                0.26877,                0.86644,                0.93981,                0.87337,                0.91939,                0.75512,                0.83651,                0.61971,                 1.0915,             0.00019565,             0.00019565,             0.00019565
                    216,                0.31323,                 0.2579,                0.86046,                0.96056,                0.86559,                0.91396,                0.75524,                0.84935,                0.65273,                 1.1078,              0.0001907,              0.0001907,              0.0001907
                    217,                0.31057,                0.24191,                0.85461,                0.95178,                0.85674,                0.91167,                0.75266,                0.85353,                0.65859,                 1.1171,             0.00018575,             0.00018575,             0.00018575
                    218,                0.30158,                0.24947,                 0.8641,                0.95385,                 0.8585,                0.91486,                0.74752,                0.85917,                 0.6695,                 1.1225,              0.0001808,              0.0001808,              0.0001808
                    219,                0.30895,                0.25355,                0.85453,                 0.9547,                0.85649,                 0.9104,                0.74974,                0.86211,                0.67865,                 1.1249,             0.00017585,             0.00017585,             0.00017585
                    220,                0.31244,                0.24844,                0.85055,                0.89268,                0.83609,                0.87834,                0.75217,                0.85985,                  0.673,                 1.1262,              0.0001709,              0.0001709,              0.0001709
                    221,                0.32603,                0.25735,                0.85199,                0.91924,                 0.8285,                0.88087,                0.75122,                0.85577,                0.66664,                 1.1242,             0.00016595,             0.00016595,             0.00016595
                    222,                0.30734,                0.26091,                0.86184,                0.89213,                0.84103,                 0.8808,                0.75017,                 0.8534,                0.65689,                 1.1191,               0.000161,               0.000161,               0.000161
                    223,                 0.2818,                  0.251,                0.85205,                 0.9459,                0.81671,                0.88732,                0.74711,                0.85158,                0.65888,                 1.1161,             0.00015605,             0.00015605,             0.00015605
                    224,                0.31607,                0.24039,                0.87614,                0.89874,                0.83387,                0.88504,                0.75131,                0.84901,                0.66728,                 1.1101,              0.0001511,              0.0001511,              0.0001511
                    225,                0.26892,                0.22545,                0.83668,                0.91092,                0.82871,                0.88401,                0.75006,                0.85357,                0.67608,                 1.1117,             0.00014615,             0.00014615,             0.00014615
                    226,                0.30595,                0.25585,                0.85917,                0.89501,                0.84038,                0.87877,                0.75349,                0.84989,                0.67663,                 1.1085,              0.0001412,              0.0001412,              0.0001412
                    227,                0.29118,                0.23839,                0.85877,                0.89595,                 0.8414,                0.88063,                0.75516,                0.85216,                0.66855,                 1.1062,             0.00013625,             0.00013625,             0.00013625
                    228,                0.30359,                0.25211,                0.85223,                0.89645,                0.83975,                0.87835,                0.74973,                0.84408,                0.65742,                  1.101,              0.0001313,              0.0001313,              0.0001313
                    229,                0.29885,                0.25671,                0.85694,                0.89466,                0.83996,                0.87966,                0.74719,                 0.8436,                0.66348,                 1.1032,             0.00012635,             0.00012635,             0.00012635
                    230,                0.29559,                0.25585,                0.86332,                0.91944,                0.82444,                0.88463,                0.74552,                0.84864,                 0.6784,                  1.111,              0.0001214,              0.0001214,              0.0001214
                    231,                0.30802,                0.23554,                 0.8663,                0.91393,                0.82572,                0.88336,                0.74655,                0.85041,                0.67446,                 1.1131,             0.00011645,             0.00011645,             0.00011645
                    232,                0.32364,                0.26711,                0.86963,                0.91769,                0.82619,                0.88399,                0.74783,                0.84949,                0.65572,                  1.115,              0.0001115,              0.0001115,              0.0001115
                    233,                0.28112,                0.23547,                0.86266,                0.92769,                0.82638,                 0.8839,                0.74823,                0.85538,                0.65111,                 1.1204,             0.00010655,             0.00010655,             0.00010655
                    234,                0.29446,                0.24158,                0.86168,                0.92514,                0.82808,                0.88339,                0.74827,                0.85132,                0.65139,                 1.1173,              0.0001016,              0.0001016,              0.0001016
                    235,                0.30771,                0.25539,                 0.8798,                0.92292,                0.82766,                0.88482,                0.75028,                 0.8513,                0.65691,                  1.113,              9.665e-05,              9.665e-05,              9.665e-05
                    236,                0.27166,                0.21545,                0.84045,                0.90298,                0.82214,                0.88686,                0.75388,                0.85588,                0.66369,                 1.1135,               9.17e-05,               9.17e-05,               9.17e-05
                    237,                0.29476,                0.23769,                 0.8608,                0.93153,                0.84926,                0.90531,                0.75733,                0.85911,                0.66229,                 1.1133,              8.675e-05,              8.675e-05,              8.675e-05
                    238,                0.30268,                0.25115,                0.86347,                0.93695,                0.84337,                0.90241,                0.75815,                0.86003,                0.65888,                 1.1158,               8.18e-05,               8.18e-05,               8.18e-05
                    239,                0.27773,                0.23809,                0.85065,                0.92111,                0.86135,                0.90511,                 0.7594,                0.85861,                0.65633,                 1.1146,              7.685e-05,              7.685e-05,              7.685e-05
                    240,                0.29458,                0.23535,                0.85637,                0.91118,                 0.8603,                0.90543,                0.76187,                0.85661,                0.64621,                 1.1111,               7.19e-05,               7.19e-05,               7.19e-05
                    241,                0.27437,                0.23223,                0.82059,                0.92523,                0.84905,                 0.8991,                0.76239,                  0.859,                0.65194,                 1.1155,              6.695e-05,              6.695e-05,              6.695e-05
                    242,                0.29072,                0.23539,                0.85277,                0.94782,                0.83758,                 0.8986,                0.76217,                0.85632,                0.66639,                 1.1177,                6.2e-05,                6.2e-05,                6.2e-05
                    243,                0.27302,                0.21131,                0.84839,                 0.9134,                0.84182,                0.89595,                0.75224,                0.85416,                0.67736,                 1.1188,              5.705e-05,              5.705e-05,              5.705e-05
                    244,                0.25641,                0.20679,                0.83784,                0.93408,                0.84083,                0.89242,                0.74884,                0.85405,                0.68419,                 1.1223,               5.21e-05,               5.21e-05,               5.21e-05
                    245,                0.24911,                0.20068,                0.83529,                0.93507,                 0.8415,                0.88888,                0.74165,                0.85429,                0.69454,                 1.1222,              4.715e-05,              4.715e-05,              4.715e-05
                    246,                0.25677,                0.20015,                0.83126,                0.91068,                0.83308,                0.87275,                0.73675,                 0.8606,                0.71667,                  1.124,               4.22e-05,               4.22e-05,               4.22e-05
                    247,                0.27368,                0.20392,                0.82858,                0.93554,                 0.8142,                0.87029,                0.73512,                 0.8615,                0.71701,                 1.1239,              3.725e-05,              3.725e-05,              3.725e-05
                    248,                0.27379,                0.20754,                0.83515,                0.90409,                0.79354,                0.86517,                0.72823,                0.86295,                0.72891,                 1.1274,               3.23e-05,               3.23e-05,               3.23e-05
                    249,                0.27401,                0.20499,                0.80954,                0.88654,                0.80328,                0.86396,                0.72596,                0.86554,                0.73162,                 1.1295,              2.735e-05,              2.735e-05,              2.735e-05
                    250,                0.26387,                0.19817,                0.82307,                0.88203,                 0.8063,                0.85979,                0.72436,                 0.8631,                0.74774,                 1.1278,               2.24e-05,               2.24e-05,               2.24e-05
